brand,model,color,price_in_euro,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,mileage_in_km,age
ford,Ranger,grey,56990.0,212.0,Automatic,Diesel,10.6,1500.0,3.0
ford,Ranger,beige,30440.0,160.0,Manual,Diesel,7.0,21038.0,7.0
ford,Mondeo,silver,5480.0,140.0,Manual,Diesel,5.9,218000.0,17.0
jaguar,I-Pace,white,59977.0,400.0,Automatic,Electric,9.219999999999999,4500.0,4.0
bmw,M4,black,62000.0,450.0,Automatic,Petrol,9.3,38000.0,6.0
jaguar,XJ,grey,58800.0,204.0,Automatic,Diesel,4.8,6000.0,3.0
audi,A4,black,6790.0,143.0,Manual,Diesel,5.7,316089.0,15.0
bmw,335,blue,26450.0,313.0,Automatic,Diesel,5.6,140000.0,9.0
kia,Picanto,black,13790.0,67.0,Manual,Petrol,4.2,9340.0,5.0
kia,Niro,white,33080.0,204.0,Automatic,Electric,5.58,15900.0,5.0
mazda,6,black,22885.0,192.0,Automatic,Petrol,6.4,83125.0,9.0
bmw,318,silver,5999.0,143.0,Manual,Diesel,4.8,260000.0,18.0
jaguar,F-Type,grey,79999.0,300.0,Automatic,Petrol,8.2,1500.0,3.0
dacia,Sandero,blue,3100.0,75.0,Manual,Petrol,6.1,146900.0,17.0
bentley,Flying Spur,silver,82900.0,625.0,Automatic,Petrol,10.559999999999999,85500.0,12.0
audi,A4,blue,23800.0,150.0,Manual,Diesel,4.3,68234.0,9.0
bmw,118,black,12200.0,143.0,Automatic,Petrol,7.0,133000.0,17.0
kia,Niro,grey,37777.0,182.0,Automatic,Petrol,1.3,50.0,3.0
citroen,Grand C4 Picasso,grey,2990.0,111.0,Automatic,Diesel,4.9,191200.0,15.0
ford,Kuga,silver,25950.0,120.0,Automatic,Diesel,4.4,32848.0,5.0
audi,A1,blue,29380.0,110.0,Automatic,Petrol,4.8,2000.0,3.0
bmw,X3,black,6800.0,177.0,Automatic,Diesel,6.5,239451.0,17.0
bentley,Flying Spur,green,38500.0,559.0,Automatic,Petrol,7.1800000000000015,100000.0,20.0
bmw,X3,black,21900.0,258.0,Automatic,Diesel,6.0,127000.0,13.0
chevrolet,Cruze,black,3799.0,131.0,Manual,Diesel,4.5,198201.0,13.0
audi,Q5,blue,30890.0,190.0,Automatic,Diesel,5.3,74000.0,9.0
mazda,CX-5,white,10950.0,150.0,Manual,Diesel,4.6,126450.0,12.0
audi,A1,red,9490.0,90.0,Manual,Diesel,3.8,171980.0,13.0
ford,EcoSport,white,9990.0,125.0,Manual,Petrol,5.3,108000.0,10.0
audi,A6,black,7500.0,190.0,Manual,Petrol,8.7,213375.0,16.0
audi,Q2,grey,22320.0,190.0,Automatic,Petrol,6.4,71118.0,8.0
audi,A3,black,6198.0,125.0,Manual,Petrol,5.7,150000.0,16.0
hyundai,SANTA FE,white,20200.0,200.0,Automatic,Diesel,6.6,148483.0,10.0
bmw,420,grey,28500.0,190.0,Automatic,Diesel,4.0,69999.0,8.0
alfa-romeo,Romeo Giulietta,white,8990.0,235.0,Manual,Petrol,7.6,183000.0,15.0
ford,Focus,grey,1800.0,116.0,Manual,Petrol,7.5,230000.0,22.0
kia,Ceed / cee'd,silver,10990.0,110.0,Manual,Diesel,6.08,112700.0,9.0
hyundai,i10,silver,14990.0,67.0,Manual,Petrol,4.8,1499.0,3.0
bmw,X3 M,white,74950.0,510.0,Automatic,Petrol,11.6,17306.0,5.0
citroen,C3,black,9999.0,68.0,Manual,Petrol,4.4,98000.0,12.0
fiat,500,grey,12999.0,69.0,Manual,Petrol,4.5,13990.0,5.0
lada,Taiga,grey,16990.0,83.0,Manual,Petrol,9.5,15.0,4.0
jeep,Renegade,white,27999.0,150.0,Automatic,Petrol,6.4,10000.0,5.0
bmw,218,white,19990.0,150.0,Manual,Diesel,4.1,114800.0,12.0
bmw,325,grey,12999.0,218.0,Automatic,Diesel,5.1,232279.0,11.0
ford,Kuga,red,33300.0,120.0,Automatic,Diesel,4.4,170.0,3.0
hyundai,KONA,grey,20990.0,120.0,Manual,Petrol,5.7,40827.0,6.0
jeep,Wrangler,black,63595.0,272.0,Automatic,Petrol,10.0,27000.0,5.0
bmw,135,grey,20500.0,415.0,Automatic,Petrol,8.0,126000.0,13.0
audi,Q3,orange,32440.0,150.0,Automatic,Petrol,6.3,44034.0,7.0
ford,Focus,brown,10500.0,125.0,Automatic,Petrol,6.3,114000.0,13.0
audi,A6,grey,13000.0,177.0,Manual,Diesel,5.7,206000.0,14.0
bmw,Z3,black,12900.0,118.0,Manual,Petrol,7.8,115000.0,25.0
bmw,320,black,28599.0,190.0,Automatic,Diesel,4.5,51232.0,6.0
lamborghini,Aventador,red,354990.0,741.0,Automatic,Petrol,16.9,20000.0,9.0
audi,Q8,blue,78288.0,340.0,Automatic,Petrol,8.6,10.0,3.0
honda,CR-V,silver,36990.0,184.0,Automatic,Hybrid,5.5,10000.0,5.0
ford,Fiesta,white,19980.0,200.0,Manual,Petrol,4.9399999999999995,69296.0,5.0
bmw,118,black,9150.0,143.0,Manual,Diesel,4.1,141632.0,14.0
jeep,Grand Cherokee,white,19900.0,250.0,Automatic,Diesel,7.5,174175.0,11.0
audi,A6,grey,39890.0,286.0,Automatic,Diesel,5.8,126668.0,8.0
ford,Mustang,silver,21899.0,305.0,Automatic,Petrol,5.640000000000001,58500.0,12.0
jeep,Compass,black,42890.0,131.0,Automatic,Petrol,5.8,5.0,3.0
bmw,M850,grey,92449.0,530.0,Automatic,Petrol,9.139999999999999,5165.0,4.0
ford,Kuga,grey,29690.0,224.0,Automatic,Hybrid,1.2,29570.0,6.0
audi,A8,grey,70590.0,435.0,Automatic,Diesel,7.2,123302.0,6.0
dacia,Duster,white,25308.0,116.0,Manual,Diesel,5.9,10.0,3.0
ford,Focus,red,28590.0,155.0,Manual,Petrol,5.9,10.0,3.0
ford,Galaxy,silver,2200.0,116.0,Manual,Diesel,6.6,256000.0,25.0
audi,Q2,white,23840.0,150.0,Automatic,Petrol,6.7,30900.0,7.0
audi,Q3,grey,15990.0,170.0,Manual,Petrol,7.3,110830.0,13.0
kia,Picanto,white,13900.0,84.0,Manual,Petrol,4.5,35037.0,8.0
ford,Focus,grey,16490.0,150.0,Manual,Petrol,5.6,172000.0,10.0
ford,Focus,silver,20960.0,125.0,Manual,Petrol,6.0,19140.0,5.0
kia,Rio,silver,8800.0,86.0,Manual,Petrol,4.82,52800.0,12.0
ford,Explorer,silver,64990.0,457.0,Automatic,Hybrid,9.08,35000.0,5.0
kia,Sportage,blue,24790.0,177.0,Automatic,Petrol,6.5,76850.0,6.0
audi,A1,red,15470.0,95.0,Manual,Petrol,5.1,39805.0,8.0
audi,A4,red,23686.0,150.0,Automatic,Diesel,5.5,72390.0,7.0
audi,A8,grey,33500.0,262.0,Automatic,Diesel,6.0,180148.0,9.0
bmw,120,black,9980.0,177.0,Manual,Diesel,5.0,170300.0,14.0
daihatsu,Cuore,black,1699.0,58.0,Manual,Petrol,6.5,231000.0,22.0
hyundai,TUCSON,black,19990.0,141.0,Automatic,Diesel,4.9,127247.0,10.0
audi,A4,silver,3500.0,140.0,Manual,Diesel,6.1,250000.0,21.0
bmw,225,blue,18980.0,224.0,Automatic,Hybrid,5.82,56921.0,9.0
audi,A3,blue,18650.0,150.0,Manual,Diesel,5.0,173219.0,8.0
bmw,520,grey,25337.0,184.0,Automatic,Petrol,6.5,103074.0,10.0
audi,A6,grey,46800.0,286.0,Automatic,Diesel,5.9,76700.0,7.0
audi,TT,silver,11500.0,250.0,Automatic,Petrol,9.8,280000.0,23.0
land-rover,Rover Range Rover Evoque,grey,39990.0,179.0,Automatic,Diesel,5.7,47600.0,8.0
kia,Sportage,beige,18990.0,177.0,Manual,Petrol,7.3,74106.0,8.0
audi,S1,grey,24990.0,231.0,Manual,Petrol,7.1,87500.0,11.0
ford,Fiesta,red,14450.0,86.0,Manual,Petrol,5.18,23850.0,7.0
land-rover,Rover Range Rover Sport,grey,85770.0,300.0,Automatic,Diesel,8.3,18500.0,4.0
land-rover,Rover Discovery,grey,54890.0,306.0,Automatic,Diesel,7.5,89600.0,7.0
audi,S6,white,60950.0,349.0,Automatic,Diesel,6.5,29950.0,7.0
ford,Focus,grey,16100.0,150.0,Manual,Petrol,5.6,46000.0,8.0
jaguar,E-Pace,grey,34744.0,249.0,Automatic,Petrol,9.9,24097.0,7.0
ford,Focus,grey,12750.0,120.0,Automatic,Diesel,4.7,185000.0,7.0
bmw,318,black,12990.0,136.0,Automatic,Petrol,5.0,175000.0,10.0
honda,CR-V,silver,35990.0,145.0,Automatic,Hybrid,6.9,21300.0,6.0
audi,Q3,grey,22245.0,150.0,Manual,Diesel,5.2,77324.0,8.0
audi,A3,silver,23845.0,184.0,Automatic,Diesel,5.239999999999999,99650.0,8.0
kia,Picanto,black,13450.0,84.0,Manual,Petrol,6.280000000000001,76879.0,7.0
audi,A3,blue,21990.0,160.0,Manual,Petrol,7.4,121700.0,14.0
audi,A4,white,24900.0,190.0,Automatic,Diesel,4.2,89000.0,8.0
audi,A3,grey,14490.0,150.0,Manual,Petrol,4.7,129000.0,12.0
land-rover,Rover Range Rover Evoque,white,29900.0,241.0,Automatic,Petrol,7.8,115000.0,8.0
audi,Q3,blue,21977.0,150.0,Automatic,Petrol,5.8,117500.0,9.0
audi,A3,red,9800.0,105.0,Manual,Diesel,3.8,202000.0,11.0
audi,A4 allroad,black,21989.0,163.0,Automatic,Diesel,5.1,178200.0,8.0
hyundai,i20,grey,13500.0,120.0,Manual,Petrol,4.6,87762.0,9.0
ford,Galaxy,silver,24585.0,165.0,Manual,Petrol,7.7,93200.0,6.0
audi,Q5,black,15480.0,239.0,Automatic,Diesel,7.5,129430.0,16.0
audi,Q3,grey,24989.0,150.0,Automatic,Petrol,5.8,66104.0,8.0
mazda,2,green,13800.0,75.0,Manual,Petrol,5.4,87350.0,15.0
land-rover,Rover Discovery,black,40999.0,258.0,Automatic,Diesel,7.2,163500.0,9.0
mazda,3,red,13400.0,120.0,Manual,Petrol,5.1,86000.0,11.0
mazda,CX-5,black,12900.0,175.0,Manual,Diesel,5.2,140000.0,12.0
audi,Q7,white,22750.0,333.0,Automatic,Petrol,10.7,134000.0,13.0
kia,Ceed / cee'd,red,22690.0,101.0,Manual,Petrol,5.8,9.0,3.0
audi,TT RS,blue,8990.0,340.0,Manual,Petrol,9.5,109233.0,14.0
fiat,Doblo,black,16990.0,120.0,Manual,Petrol,7.2,68025.0,7.0
land-rover,Rover Range Rover Evoque,black,36900.0,150.0,Automatic,Diesel,5.6,44441.0,7.0
kia,Picanto,black,16990.0,84.0,Manual,Petrol,6.4399999999999995,5208.0,5.0
fiat,500,white,6500.0,69.0,Manual,Petrol,5.1,94000.0,18.0
bmw,320,grey,11600.0,184.0,Automatic,Diesel,7.0,192500.0,16.0
fiat,Tipo,brown,17490.0,101.0,Manual,Petrol,5.1,10.0,4.0
bmw,120,white,12890.0,184.0,Manual,Diesel,4.5,136477.0,13.0
bmw,114,black,7800.0,102.0,Manual,Petrol,5.7,154706.0,13.0
ford,Ranger,white,48000.0,213.0,Automatic,Diesel,7.720000000000001,54000.0,5.0
ford,Focus,black,9300.0,140.0,Manual,Diesel,4.9,106910.0,13.0
bmw,225,white,21270.0,224.0,Automatic,Hybrid,2.5,82607.0,7.0
maserati,Levante,grey,59950.0,430.0,Automatic,Petrol,10.9,75000.0,8.0
bmw,420,brown,21980.0,190.0,Automatic,Diesel,4.0,91296.0,9.0
bmw,Z4,red,48900.0,340.0,Automatic,Petrol,7.4,31500.0,7.0
kia,Picanto,red,17890.0,67.0,Automatic,Petrol,5.5,50.0,4.0
ford,Mondeo,black,4295.0,160.0,Automatic,Petrol,9.3,137411.0,18.0
hyundai,KONA,white,29993.0,199.0,Automatic,Petrol,5.6,15790.0,4.0
bmw,X1,black,8200.0,177.0,Manual,Diesel,5.3,221100.0,17.0
audi,Q3,black,20990.0,150.0,Manual,Diesel,4.4,80000.0,10.0
dacia,Duster,blue,12899.0,114.0,Manual,Petrol,6.5,85000.0,8.0
audi,RS5,grey,59500.0,450.0,Automatic,Petrol,8.7,82000.0,9.0
ford,C-Max,black,6890.0,101.0,Manual,Petrol,5.1,170000.0,12.0
bmw,520,blue,3900.0,150.0,Manual,Petrol,6.36,207000.0,26.0
maserati,Levante,white,127790.0,430.0,Automatic,Petrol,13.0,24900.0,4.0
cadillac,SRX,blue,18990.0,318.0,Automatic,Petrol,10.8,118500.0,14.0
land-rover,Rover Discovery Sport,grey,48999.0,241.0,Automatic,Diesel,6.5,69667.0,6.0
kia,Ceed SW / cee'd SW,silver,24500.0,120.0,Manual,Petrol,5.1,1800.0,4.0
bmw,X6,white,32500.0,381.0,Automatic,Diesel,7.8,217000.0,11.0
bmw,420,white,22490.0,190.0,Automatic,Diesel,4.0,109900.0,10.0
land-rover,Rover Discovery,black,49850.0,241.0,Automatic,Diesel,7.4,47480.0,7.0
audi,A3,blue,19890.0,184.0,Manual,Diesel,4.2,141000.0,10.0
audi,A5,white,23000.0,245.0,Automatic,Diesel,5.8,211569.0,13.0
bmw,218,black,17990.0,150.0,Automatic,Diesel,4.1,49000.0,9.0
maserati,Levante,black,57777.0,275.0,Automatic,Diesel,9.620000000000001,41578.0,8.0
ford,Galaxy,silver,26490.0,165.0,Manual,Petrol,7.5,58200.0,7.0
kia,Niro,grey,21900.0,105.0,Automatic,Hybrid,3.7,62000.0,8.0
audi,A6,black,6450.0,179.0,Manual,Diesel,7.2,288000.0,18.0
audi,A3,black,16700.0,140.0,Automatic,Petrol,4.7,125000.0,13.0
kia,XCeed,green,34150.0,160.0,Automatic,Petrol,6.1,2800.0,3.0
kia,Soul,black,10990.0,128.0,Manual,Diesel,5.0,116122.0,12.0
land-rover,Rover Discovery Sport,black,31790.0,241.0,Automatic,Petrol,5.1,107053.0,9.0
audi,Q2,grey,27500.0,150.0,Manual,Petrol,6.2,20500.0,5.0
audi,A3,blue,27550.0,204.0,Automatic,Hybrid,1.6,17280.0,6.0
ford,Mondeo,silver,25330.0,150.0,Automatic,Diesel,4.6,32249.0,6.0
bmw,i4,white,79900.0,544.0,Automatic,Electric,8.239999999999998,1500.0,3.0
audi,A4,silver,26990.0,252.0,Automatic,Petrol,6.4,66496.0,10.0
land-rover,Rover Discovery,black,51900.0,306.0,Automatic,Diesel,7.6,64190.0,7.0
bmw,X5,blue,10500.0,235.0,Automatic,Diesel,8.9,301000.0,16.0
bmw,X1,silver,34390.0,190.0,Automatic,Diesel,4.7,29914.0,6.0
jeep,Renegade,grey,34670.0,241.0,Automatic,Hybrid,2.0,25.0,4.0
audi,A5,white,21500.0,170.0,Manual,Petrol,6.2,59000.0,12.0
audi,Q3,grey,22988.0,150.0,Manual,Petrol,5.8,55250.0,8.0
audi,A7,grey,31488.0,272.0,Automatic,Diesel,5.2,80000.0,10.0
alfa-romeo,Romeo Giulietta,red,9790.0,120.0,Manual,Petrol,6.4,68000.0,15.0
mazda,CX-5,grey,23380.0,165.0,Manual,Petrol,6.4,65036.0,7.0
citroen,C3,white,10589.0,110.0,Manual,Petrol,4.6,82485.0,8.0
jeep,Wrangler,black,75490.0,381.0,Automatic,Hybrid,3.5,50.0,3.0
mazda,CX-5,grey,21900.0,184.0,Manual,Diesel,5.2,85451.0,8.0
audi,Q3,silver,20900.0,150.0,Automatic,Diesel,5.3,115000.0,10.0
bmw,X3,white,35570.0,258.0,Automatic,Diesel,5.9,66631.0,9.0
ford,Ranger,grey,41890.0,212.0,Automatic,Diesel,7.6,41400.0,5.0
kia,Sportage,orange,45970.0,179.0,Automatic,Petrol,6.0,2900.0,3.0
land-rover,Rover Range Rover Evoque,black,68990.0,300.0,Automatic,Hybrid,1.5,2500.0,3.0
bmw,i3,white,15900.0,170.0,Automatic,Hybrid,5.720000000000001,68000.0,10.0
honda,HR-V,white,17950.0,131.0,Manual,Petrol,5.7,85500.0,10.0
dacia,Dokker,grey,17990.0,116.0,Manual,Petrol,5.7,53525.0,7.0
audi,A6 allroad,white,69980.0,344.0,Automatic,Diesel,9.9,56820.0,5.0
audi,A3,grey,29990.0,116.0,Automatic,Diesel,6.0600000000000005,20845.0,4.0
ford,Fiesta,silver,1190.0,69.0,Manual,Petrol,6.5,124890.0,20.0
dacia,Duster,white,13490.0,125.0,Manual,Petrol,6.4,66000.0,9.0
citroen,C3,beige,16780.0,83.0,Manual,Petrol,4.7,1500.0,3.0
bmw,318,white,20210.0,136.0,Manual,Petrol,5.4,68002.0,10.0
kia,Stonic,grey,24488.0,99.0,Manual,Petrol,5.8,53952.0,7.0
ford,Focus,black,15990.0,125.0,Manual,Petrol,4.8,78950.0,8.0
audi,A4,blue,22890.0,190.0,Automatic,Diesel,4.0,130000.0,8.0
bmw,116,silver,4500.0,122.0,Manual,Petrol,5.8,245000.0,18.0
ford,Kuga,white,7800.0,140.0,Manual,Diesel,6.0,195000.0,16.0
dacia,Dokker,red,18990.0,131.0,Manual,Petrol,6.2,57158.0,6.0
bmw,520,grey,9995.0,184.0,Automatic,Diesel,4.9,366000.0,15.0
land-rover,Rover Range Rover Evoque,white,28500.0,179.0,Automatic,Diesel,5.1,95000.0,11.0
audi,A1,red,24500.0,116.0,Manual,Petrol,5.4,7030.0,6.0
kia,Sorento,white,26500.0,200.0,Automatic,Diesel,6.7,84000.0,9.0
bmw,125,blue,18600.0,218.0,Manual,Petrol,6.6,62500.0,12.0
ford,Fiesta,grey,5300.0,95.0,Manual,Diesel,3.6,198000.0,11.0
dodge,RAM,red,41922.0,401.0,Automatic,Petrol,5.5600000000000005,58774.0,6.0
kia,Sportage,grey,19880.0,136.0,Automatic,Diesel,5.1,117336.0,8.0
audi,A6,grey,7999.0,232.0,Automatic,Diesel,8.6,180000.0,20.0
fiat,500C,white,17640.0,69.0,Automatic,Petrol,5.4,13086.0,6.0
kia,Sportage,yellow,18990.0,177.0,Manual,Petrol,7.3,74106.0,8.0
honda,Civic,red,19490.0,126.0,Manual,Petrol,4.8,64350.0,7.0
audi,A6,silver,36890.0,190.0,Automatic,Diesel,6.4799999999999995,77340.0,6.0
bmw,Z3,black,4950.0,116.0,Manual,Petrol,7.8,150000.0,28.0
hyundai,NEXO,red,53490.0,163.0,Automatic,Hydrogen,7.140000000000001,3900.0,5.0
hyundai,i10,grey,10450.0,67.0,Manual,Petrol,5.1,44700.0,7.0
ford,EcoSport,blue,13450.0,125.0,Manual,Petrol,5.4,51100.0,9.0
bmw,730,grey,14490.0,245.0,Automatic,Diesel,6.8,280000.0,17.0
fiat,Qubo,red,6500.0,77.0,Manual,Petrol,6.8,129000.0,11.0
ford,Focus,white,19649.0,182.0,Manual,Petrol,5.5,38998.0,7.0
audi,e-tron,silver,46760.0,360.0,Automatic,Electric,6.18,27300.0,7.0
kia,Sportage,grey,26950.0,177.0,Automatic,Petrol,7.6,47000.0,6.0
jaguar,F-Pace,white,55880.0,551.0,Automatic,Petrol,11.9,128360.0,7.0
audi,R8,blue,138780.0,620.0,Automatic,Petrol,13.3,65800.0,7.0
hyundai,i10,green,18965.0,84.0,Manual,Petrol,4.9,1055.0,3.0
honda,Jazz,black,29650.0,107.0,Automatic,Hybrid,4.8,1000.0,3.0
bmw,118,silver,18900.0,150.0,Automatic,Diesel,4.0,57400.0,8.0
ford,Kuga,grey,19999.0,150.0,Manual,Diesel,6.2,29000.0,8.0
bmw,520,black,20989.0,190.0,Automatic,Diesel,4.5,111000.0,11.0
audi,SQ5,white,33900.0,354.0,Automatic,Petrol,8.3,81117.0,9.0
bmw,435,white,30500.0,306.0,Automatic,Petrol,8.3,82508.0,11.0
bmw,118,brown,18880.0,150.0,Automatic,Diesel,4.0,68000.0,8.0
fiat,Talento,white,22500.0,120.0,Manual,Diesel,5.7,75000.0,5.0
fiat,500X,red,13500.0,140.0,Manual,Petrol,6.0,44900.0,10.0
audi,A3,blue,1699.0,101.0,Manual,Petrol,7.4,190000.0,27.0
hyundai,i30,black,9949.0,136.0,Manual,Diesel,4.2,153000.0,11.0
bmw,320,blue,14900.0,184.0,Manual,Diesel,5.1,137009.0,15.0
audi,A3,grey,7489.0,125.0,Manual,Petrol,6.1,180000.0,17.0
audi,A6,black,23999.0,272.0,Automatic,Diesel,5.3,158000.0,8.0
alfa-romeo,Romeo 159,red,3400.0,170.0,Manual,Diesel,5.4,222000.0,15.0
maserati,Ghibli,grey,48990.0,349.0,Automatic,Petrol,11.0,56500.0,7.0
fiat,500,orange,16990.0,69.0,Manual,Petrol,5.3,100.0,4.0
ford,Fiesta,blue,17390.0,95.0,Manual,Petrol,4.1,9990.0,5.0
audi,A2,blue,1999.0,75.0,Manual,Petrol,6.540000000000001,275000.0,23.0
audi,A1,red,9199.0,122.0,Manual,Petrol,5.4,185000.0,14.0
audi,Q2,red,28479.0,110.0,Manual,Petrol,5.8,38.0,3.0
hyundai,i10,silver,14450.0,67.0,Manual,Petrol,4.4,5.0,5.0
ford,Kuga,silver,26100.0,179.0,Automatic,Diesel,6.0,57700.0,8.0
dodge,Challenger,black,37495.0,309.0,Automatic,Petrol,11.2,500.0,3.0
mazda,MX-5,black,8450.0,160.0,Manual,Petrol,7.8,54000.0,15.0
ford,Tourneo Connect,black,14890.0,101.0,Manual,Petrol,5.6,88938.0,12.0
kia,Sportage,black,18980.0,132.0,Manual,Petrol,6.7,49678.0,8.0
jaguar,F-Type,white,47488.0,300.0,Automatic,Petrol,7.9,18117.0,5.0
audi,A5,blue,38990.0,190.0,Automatic,Diesel,5.2,94700.0,7.0
fiat,500,green,20290.0,69.0,Manual,Hybrid,4.1,20.0,3.0
fiat,500,black,6900.0,69.0,Manual,Petrol,5.1,120956.0,13.0
bmw,320,grey,19999.0,150.0,Manual,Petrol,7.4,164000.0,19.0
bmw,320,white,35490.0,190.0,Automatic,Diesel,4.2,35032.0,6.0
ford,S-Max,grey,32050.0,241.0,Automatic,Diesel,6.28,58010.0,7.0
fiat,500C,grey,15440.0,86.0,Manual,Petrol,4.8,21775.0,6.0
ford,Focus,grey,25980.0,182.0,Automatic,Petrol,5.4,43244.0,7.0
bmw,118,grey,3200.0,122.0,Manual,Diesel,5.6,315000.0,20.0
bmw,X2 M,black,57870.0,306.0,Automatic,Petrol,6.8,2000.0,3.0
bmw,X3,black,15400.0,184.0,Manual,Diesel,5.6,141540.0,13.0
audi,A3,red,20990.0,150.0,Manual,Petrol,5.1,83330.0,9.0
hyundai,i30,red,12890.0,110.0,Manual,Diesel,3.6,98720.0,9.0
audi,RS3,grey,33750.0,340.0,Automatic,Petrol,9.1,70900.0,14.0
bmw,325,white,27999.0,204.0,Automatic,Diesel,6.4,34896.0,16.0
ford,Focus,black,12999.0,120.0,Manual,Diesel,3.8,79700.0,9.0
fiat,500,white,10700.0,105.0,Manual,Petrol,4.2,53906.0,11.0
audi,A3,grey,5990.0,125.0,Automatic,Petrol,5.9,206600.0,17.0
bmw,320,grey,29390.0,190.0,Automatic,Diesel,6.4799999999999995,77756.0,7.0
audi,A1,blue,15890.0,95.0,Automatic,Petrol,4.4,99999.0,9.0
ford,Focus,red,7500.0,125.0,Manual,Diesel,6.76,198000.0,10.0
ford,B-Max,black,9999.0,125.0,Manual,Petrol,4.9,79680.0,13.0
bmw,218,grey,17999.0,150.0,Automatic,Diesel,4.7,89000.0,9.0
bmw,523,black,6300.0,190.0,Manual,Petrol,8.5,220259.0,18.0
audi,A5,white,34890.0,265.0,Automatic,Petrol,6.8,21000.0,6.0
mazda,MX-5,grey,21990.0,160.0,Manual,Petrol,6.6,45884.0,8.0
land-rover,Rover Range Rover Sport,black,69900.0,306.0,Automatic,Diesel,7.5,66900.0,6.0
audi,A3,silver,21999.0,116.0,Automatic,Petrol,5.1,57443.0,7.0
dacia,Logan,black,4300.0,86.0,Manual,Diesel,5.2,165000.0,16.0
bmw,X2,blue,28900.0,190.0,Automatic,Diesel,4.8,85349.0,8.0
hyundai,i30,black,28390.0,160.0,Automatic,Petrol,4.9,15.0,3.0
ford,Grand C-Max,blue,7950.0,95.0,Manual,Diesel,4.6,120000.0,14.0
dodge,Challenger,orange,64500.0,492.0,Automatic,Unknown,7.0600000000000005,6300.0,6.0
hyundai,i30,black,18950.0,140.0,Automatic,Petrol,5.5,73480.0,8.0
ford,Transit,blue,8000.0,101.0,Manual,Diesel,6.1800000000000015,220000.0,12.0
audi,A4,blue,450.0,90.0,Manual,Diesel,5.3,380000.0,26.0
bmw,118,white,19950.0,136.0,Manual,Petrol,5.9,53187.0,8.0
bmw,320,grey,19400.0,190.0,Automatic,Diesel,4.5,165000.0,10.0
hyundai,iX35,white,7990.0,116.0,Manual,Diesel,5.3,202463.0,13.0
audi,Q5,black,25500.0,150.0,Manual,Diesel,4.5,68000.0,8.0
kia,Picanto,black,8450.0,67.0,Manual,Petrol,4.5,44930.0,10.0
audi,A3,white,19975.0,150.0,Automatic,Hybrid,1.8,63800.0,8.0
maserati,Ghibli,grey,39800.0,275.0,Automatic,Diesel,5.9,33800.0,11.0
ford,Fiesta,white,11900.0,101.0,Manual,Petrol,4.3,65112.0,10.0
audi,A4,red,43900.0,204.0,Automatic,Petrol,6.12,8500.0,5.0
kia,Venga,white,11250.0,128.0,Manual,Diesel,4.7,98631.0,10.0
lancia,Thesis,black,7990.0,185.0,Automatic,Diesel,8.8,105500.0,17.0
infiniti,EX35,black,21445.0,300.0,Automatic,Petrol,12.4,66500.0,16.0
land-rover,Rover Range Rover Sport,black,53990.0,306.0,Automatic,Diesel,7.5,169854.0,7.0
ford,Focus,blue,1150.0,101.0,Manual,Petrol,6.8,257768.0,24.0
kia,Stonic,black,15990.0,84.0,Manual,Petrol,5.4,14890.0,5.0
audi,e-tron,grey,47440.0,313.0,Automatic,Electric,7.44,22657.0,5.0
bmw,335,black,19499.0,306.0,Automatic,Petrol,10.6,142500.0,16.0
fiat,Scudo,red,6490.0,90.0,Manual,Diesel,7.5,158000.0,14.0
alfa-romeo,Romeo 156,silver,4490.0,155.0,Manual,Petrol,8.5,97500.0,26.0
bmw,520,black,33870.0,190.0,Automatic,Diesel,4.5,69293.0,9.0
audi,A6,white,24960.0,190.0,Automatic,Diesel,5.4,117750.0,8.0
citroen,Jumpy,white,24890.0,177.0,Automatic,Diesel,5.7,90000.0,8.0
ford,Ranger,black,5000.0,150.0,Automatic,Diesel,9.4,89100.0,11.0
ford,Grand C-Max,silver,5550.0,182.0,Manual,Petrol,6.6,242000.0,15.0
bmw,220,black,19709.0,192.0,Automatic,Petrol,5.6,88746.0,10.0
bmw,330,white,36600.0,292.0,Automatic,Hybrid,1.5,35801.0,6.0
bmw,530,black,4350.0,218.0,Automatic,Diesel,7.220000000000001,259000.0,22.0
kia,EV6,white,49990.0,325.0,Automatic,Electric,7.18,57700.0,4.0
audi,A6,silver,38447.0,204.0,Automatic,Diesel,9.02,45440.0,6.0
audi,Q3,black,40890.0,150.0,Automatic,Petrol,5.8,15556.0,4.0
honda,Civic,grey,38499.0,320.0,Manual,Petrol,7.8,28950.0,7.0
mazda,MX-5,grey,30000.0,132.0,Manual,Petrol,6.3,15769.0,7.0
chevrolet,Camaro,black,38989.0,340.0,Automatic,Petrol,11.0,92000.0,7.0
citroen,Berlingo,grey,22950.0,102.0,Manual,Diesel,4.1,54000.0,7.0
bmw,535,black,15000.0,245.0,Automatic,Petrol,11.8,354000.0,24.0
ford,Focus,silver,6490.0,116.0,Manual,Diesel,4.2,155704.0,14.0
audi,A3,grey,2300.0,102.0,Manual,Petrol,6.8,235000.0,23.0
audi,Q3,silver,51490.0,150.0,Automatic,Petrol,6.6,5990.0,3.0
bmw,318,black,2700.0,129.0,Manual,Petrol,7.3,295000.0,19.0
fiat,500C,grey,18490.0,71.0,Manual,Petrol,5.0,11213.0,5.0
