Unnamed: 0,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
59807,ford,Ford Fusion,silver,02/2010,2010,4900,59,80,Manual,Petrol,"6,5 l/100 km",154 g/km,57000.0,1.4Style Euo4  Klima Grüne Plakette Tüv03.25
49028,dacia,Dacia Lodgy,white,03/2018,2018,14499,80,109,Manual,Diesel,4 l/100 km,105 g/km,90000.0,Stepway/7 SITZ/NAVI/KAMERA/TEMPOMAT/SHZG
41938,bmw,BMW Z4,white,05/2021,2021,39970,190,258,Automatic,Petrol,6 l/100 km,142 g/km,51278.0,sDrive30i Sport|Ad.LED|ACC|HUD|LC Prof|M Lenk
33576,bmw,BMW 135,black,10/2015,2015,27690,240,326,Automatic,Petrol,8 l/100 km,190 g/km,88997.0,i  xDrive*Hifi*Navi*Led*Keyless*Gewinde*
94666,land-rover,Land Rover Range Rover,blue,05/2018,2018,67700,190,258,Automatic,Diesel,"6,9 l/100 km",182 g/km,88300.0,"3,0 TDV6 *MANSORY* (PANO/LED/CAM/"
58819,ford,Ford Fiesta,blue,08/2008,2008,1800,44,60,Manual,Petrol,"6,1 l/100 km",144 g/km,185990.0,1.3 Style
21438,audi,Audi A3,silver,08/2022,2022,30490,110,150,Automatic,Diesel,"3,9 l/100 km",102 g/km,27027.0,Limousine 35 TDI NAVI AHK ACC Virtual Advanced
79235,hyundai,Hyundai i30,grey,07/2017,2017,18660,103,140,Automatic,Petrol,"5,5 l/100 km",125 g/km,44000.0,1.4 DCT Premium / Leder
40031,bmw,BMW 520,white,06/2019,2019,30849,140,190,Automatic,Diesel,"4,7 l/100 km",123 g/km,60400.0,d A Touring M-Sport Panorama Navi HiFi CD Lordose
70442,ford,Ford EcoSport,white,08/2019,2019,13900,92,125,Manual,Petrol,"6,4 l/100 km",125 g/km,107257.0,ST-Line 1.0 EcoBoost EU6d-T 2012.75(05 2012-) Navi
3722,audi,Audi Q7,grey,05/2008,2008,12790,176,239,Automatic,Diesel,"9,8 l/100 km",260 g/km,255046.0,"3.0 TDI quattro**AHK+XENON+20""LMF+7-SITZER**"
78270,hyundai,Hyundai iX35,grey,01/2015,2015,14490,135,184,Automatic,Diesel,"7,2 l/100 km",189 g/km,155000.0,CRDi Style AWD*AHK*KAMERA*LEDER*BIXENON*
96914,land-rover,Land Rover Defender,red,04/2023,2023,106999,221,300,Automatic,Diesel,"9,4 l/100 km",246 g/km,8000.0,130 D300 X-Dynamic HSE 8 Sitzer Standhe
68207,ford,Ford Ranger,white,04/2018,2018,39800,118,160,Manual,Diesel,"7,1 l/100 km",185 g/km,114600.0,Travel Edition by DAKTEC
58579,ford,Ford Focus,blue,09/2007,2007,3150,100,136,Manual,Diesel,"5,7 l/100 km",149 g/km,205000.0,2.0 TDCi DPF Ghia
9417,audi,Audi Q3,silver,01/2014,2014,14890,125,170,Manual,Petrol,"7,3 l/100 km",173 g/km,99500.0,2.0 TFSI quattro *Alcantara *Bi-Xenon *Navi
4552,audi,Audi A3,silver,05/2009,2009,11990,92,125,Automatic,Petrol,"5,9 l/100 km",138 g/km,72000.0,Sportback 1.4 TFSI Ambiente/1-Hand+Automatik
71545,ford,Ford Edge,green,10/2020,2020,38999,175,238,Automatic,Diesel,"6,6 l/100 km",171 g/km,30180.0,2.0 EcoBlue Vignale 4x4 AHK Matrix S-Dach
50599,dacia,Dacia Sandero,grey,04/2023,2023,19499,81,110,Manual,Petrol,"5,5 l/100 km",125 g/km,10.0,Stepway Expression+ TCe 110
93966,lancia,Lancia Ypsilon,red,03/2006,2006,1600,59,80,Manual,Petrol,6 l/100 km,- (g/km),184000.0,Y 1.2 16v mit neuem TÜV und Klima
19601,audi,Audi A4,white,08/2020,2020,19980,110,150,Manual,Petrol,,0 g/km,94400.0,Avant 35 TFSI advanced*LED Sitzheizung PDC*
41247,bmw,BMW 320,blue,06/2021,2021,42000,150,204,Automatic,Hybrid,"1,7 l/100 km",40 g/km,24100.0,3er 320e Touring Aut. M Sport
83973,hyundai,Hyundai IONIQ 5,white,02/2023,2023,49950,168,228,Automatic,Electric,,400 km Reichweite,9500.0,TECHNIQ-Paket Assistenz-Paket 77.4KwH + 20'' Felge
93078,kia,Kia Sportage,silver,02/2023,2023,46480,132,179,Automatic,Petrol,60 l/100 km,137 g/km,9950.0,1.6 T-GDI AWD GT LINE SD GD DRIVE SO
3164,audi,Audi S4,silver,03/2006,2006,13500,253,344,Automatic,Petrol,"12,6 l/100 km",302 g/km,168000.0,"4.2 tiptronic,Motor 6000 km,Leder,Navi Plus,Bi-Xen"
52227,ferrari,Ferrari F12,black,04/2015,2015,269000,541,736,Automatic,Petrol,,0 g/km,7910.0,Berlinetta KARBON-KERAMIK BREMSE/KARBON KIT
39531,bmw,BMW X3,silver,11/2019,2019,37897,140,190,Automatic,Diesel,"5,5 l/100 km",144 g/km,39759.0,xDrive20d M Sport/ AHK/ HUD/ Ad. LED/ HiFi
1657,aston-martin,Aston Martin Vantage,blue,06/2022,2022,1170000,515,700,Automatic,Petrol,"11,4 l/100 km",298 g/km,80.0,V12 Speedster 1 of 88
57221,fiat,Fiat 500X,black,04/2023,2023,22990,88,120,Manual,Petrol,"6,9 l/100 km",156 g/km,99.0,Club 1.0 Firefly *DAB*Alu*Klima*ZV*LED*
10589,audi,Audi A6,black,09/2015,2015,21000,140,190,Automatic,Diesel,,- (g/km),128000.0,A6 Avant 2.0 TDI Ultra DPF S tronic
57796,ford,Ford Focus,silver,03/2003,2003,1899,74,101,Manual,Petrol,"7,3 l/100 km",174 g/km,145000.0,Lim. Finesse/ Klima/ Tüv Neu/AHK/
19094,audi,Audi Q2,red,05/2020,2020,27930,110,150,Automatic,Diesel,"5,1 l/100 km",134 g/km,67690.0,35 TDI quattro sport Navi LED Kamera
55468,fiat,Fiat 500C,black,04/2020,2020,15930,62,84,Manual,Petrol,,- (g/km),18500.0,0.9 TwinAir Rockstar El. Verdeck Faltdach Navi dig
40317,bmw,BMW X1,blue,12/2020,2020,38990,141,192,Automatic,Petrol,,143 g/km,9500.0,xDrive20i M Sport *PANO*KAMERA*LEDER*HiFi
37034,bmw,BMW 320,white,07/2017,2017,25490,135,184,Automatic,Petrol,"5,8 l/100 km",- (g/km),87878.0,320i Aut. M Sport
88635,kia,Kia Sportage,black,04/2016,2016,14500,100,136,Manual,Diesel,6 l/100 km,- (g/km),137000.0,2.0 CRDi AWD Spirit
16806,audi,Audi e-tron,blue,09/2019,2019,52900,300,408,Automatic,Electric,,359 km Reichweite,25000.0,55 quattro advanced edition one
92892,kia,Kia Ceed / cee'd,red,02/2023,2023,18100,118,160,Automatic,Petrol,"5,3 l/100 km",119 g/km,1603.0,*Platinum*Navi*Touch*LHZ*SHZ*
81780,hyundai,Hyundai i30,silver,09/2020,2020,13960,81,110,Manual,Petrol,"6,7 l/100 km",153 g/km,77740.0,1.5 Pure (EURO 6d) KLIMA+TEMP+DAB+BLUETOOTH+ eFH.
38084,bmw,BMW 540,silver,07/2018,2018,39900,235,320,Automatic,Diesel,"5,7 l/100 km",149 g/km,64685.0,d xDrive Luxury DGTL DISPL HUD DRIVING G-DACH
58001,ford,Ford Focus,silver,06/2004,2004,3200,55,75,Manual,Petrol,"6,6 l/100 km",- (g/km),139743.0,Focus
27877,bmw,BMW 120,black,10/2009,2009,5990,130,177,Manual,Diesel,"4,7 l/100 km",125 g/km,232000.0,120d DPF
75209,ford,Ford EcoSport,red,01/2023,2023,26465,92,125,Manual,Petrol,5 l/100 km,114 g/km,1500.0,"1.0 EcoBoost Titanium *LED,FAP,TP,WP,GJR,Met.*"
19229,audi,Audi A6,black,03/2020,2020,32999,180,245,Automatic,Petrol,"6,8 l/100 km",154 g/km,44000.0,Avant 45 TFSI S tronic Navi LED-Scheinw. PDC
53218,fiat,Fiat Ducato,grey,01/2013,2013,11980,85,116,Manual,Diesel,"8,2 l/100 km",217 g/km,124900.0,"Kasten 30 115,Radio-CD, Kamera,AHK"
33769,bmw,BMW 320,black,04/2015,2015,17000,135,184,Automatic,Diesel,"4,5 l/100 km",- (g/km),185000.0,320d Aut. Sport Line
36966,bmw,BMW 220,white,09/2017,2017,19349,140,190,Manual,Diesel,"4,1 l/100 km",107 g/km,95336.0,Coupe 220d M Sport LED-Scheinwerfer Navi Klimatron
35186,bmw,BMW X4,black,07/2016,2016,33499,230,313,Automatic,Diesel,6 l/100 km,157 g/km,99768.0,xDrive 35d M-Sport *HEAD-UP*ACC*NAVI*KAMERA*
58219,ford,Ford Fusion,silver,06/2005,2005,2200,74,101,Manual,Petrol,"6,5 l/100 km",- (g/km),130000.0,Fusion 1.6 Trend
36343,bmw,BMW 118,grey,09/2017,2017,16900,110,150,Automatic,Diesel,4 l/100 km,- (g/km),107000.0,118d Aut.**TÜV NEU**KliMA AUTOMATIK**LED**
55878,fiat,Fiat 500,red,11/2021,2021,14690,51,69,Manual,Petrol,"5,9 l/100 km",134 g/km,34600.0,1.0 GSE Hybrid Dolcevita Panorama-Glasdach
52999,fiat,Fiat Panda,grey,01/2011,2011,4200,48,65,Manual,Petrol,"4,9 l/100 km",- (g/km),160576.0,Panda 1.2 Active
50113,dacia,Dacia Sandero,grey,10/2022,2022,17499,74,101,Manual,Petrol,"5,2 l/100 km",119 g/km,14.0,III Stepway Comfort *LPG*LED*KLIMA*19%*
75308,ford,Ford S-Max,red,03/2023,2023,54950,140,190,Automatic,Diesel,"5,7 l/100 km",151 g/km,20.0,2.0 Ecoblue ST-Line Navi Klimaauto LED Kamera
3558,audi,Audi A3,silver,10/2007,2007,8500,92,125,Manual,Petrol,"6,3 l/100 km",- (g/km),100000.0,A3 1.4 TFSI Sportback Ambiente
94658,land-rover,Land Rover Range Rover Sport,white,05/2017,2017,33300,177,241,Automatic,Diesel,"6,5 l/100 km",164 g/km,159500.0,2.0 SD4 SE Pano/Kamera/Tempom.
59550,ford,Ford Kuga,white,10/2009,2009,6700,100,136,Manual,Diesel,"6,3 l/100 km",165 g/km,146523.0,2.0 TDCi 4x4 Titanium
45226,citroen,Citroen Jumpy,white,07/2018,2018,14000,85,116,Manual,Diesel,"5,1 l/100 km",- (g/km),164000.0,M BlueHDi 115 Business
69390,ford,Ford Fiesta,grey,12/2019,2019,13850,74,101,Manual,Petrol,"5,1 l/100 km",106 g/km,89400.0,"1,0 Cool & Connect ParkAssist Winter RFK"
70423,ford,Ford Focus,white,04/2019,2019,17500,92,125,Automatic,Petrol,,0 g/km,66486.0,1.0 Turnier Cool & Connect
28807,bmw,BMW X6,white,01/2010,2010,19000,210,286,Automatic,Diesel,"8,3 l/100 km",220 g/km,263000.0,xDrive35d
13598,audi,Audi A4 allroad,grey,07/2017,2017,24560,120,163,Automatic,Diesel,"5,1 l/100 km",134 g/km,129850.0,allroad 2.0 TDI Quattro 360° l Virtual l NaviPlus
5313,audi,Audi A4,blue,07/2011,2011,23500,105,143,Manual,Diesel,"5,7 l/100 km",135 g/km,322000.0,"Avant 2.0 TDI-105KW-Xenon-PDC-18""-Euro5"
91419,kia,Kia XCeed,grey,11/2021,2021,30990,117,159,Automatic,Petrol,,- (g/km),15536.0,XDITION 1.5T LED+Navi+Kamera+Keyless
13699,audi,Audi RS3,red,01/2017,2017,37388,294,400,Automatic,Petrol,"8,3 l/100 km",188 g/km,97500.0,RS3 Limousine Pano MagnR B&O 19Z SideA Kam
62653,ford,Ford Focus,grey,06/2015,2015,12785,88,120,Automatic,Diesel,"4,2 l/100 km",109 g/km,53000.0,Turnier 1.5 TDCI KLIMA+TEMPOMAT+PDC-HINTEN
4827,audi,Audi Q5,grey,05/2010,2010,12500,176,239,Automatic,Diesel,"7,5 l/100 km",- (g/km),425000.0,3.0 TDI quattro S tronic
46799,citroen,Citroen C4,blue,11/2021,2021,23900,96,131,Manual,Petrol,"4,8 l/100 km",108 g/km,1250.0,PT 130 FEEL DAB Kamera Sitzheizung
57530,fiat,Fiat 500,white,04/2023,2023,15790,51,69,Manual,Petrol,"4,1 l/100 km",93 g/km,20.0,1.0 Hybrid Club 70PS
69443,ford,Ford Mustang,green,07/2019,2019,27998,231,314,Automatic,Petrol,,- (g/km),79019.0,2.3 Eco Toxic Green Shelby GT500/Android
47101,citroen,Citroen C5 X,black,07/2022,2022,33740,133,181,Automatic,Petrol,"6,6 l/100 km",149 g/km,28957.0,Shine 180 PT Voll-LED+Head-Up+Heizb.WSS Klima
29134,bmw,BMW 318,grey,09/2011,2011,7400,105,143,Manual,Diesel,"4,5 l/100 km",119 g/km,238000.0,525d Touring Sport-Aut. 450 PS / 950 Nm Ac Schnitz
39791,bmw,BMW X3,silver,09/2019,2019,37950,140,190,Automatic,Diesel,"5,3 l/100 km",139 g/km,103950.0,"20d xDrive M Sport Navi, Head-Up 360° Kam. LED"
76173,ford,Ford Focus,white,02/2023,2023,24990,92,125,Manual,Petrol,"5,3 l/100 km",119 g/km,2500.0,Lim. ST-Line *LED*Navi*Kamera*Parkpilot*
9343,audi,Audi Q3,silver,06/2014,2014,15960,103,140,Manual,Diesel,"5,2 l/100 km",137 g/km,70400.0,"2.0 TDI NAVI+MFL+BLUETOOTH+NSW+17""+1.HAND"
47929,dacia,Dacia Sandero,blue,01/2014,2014,5390,55,75,Manual,Petrol,"5,8 l/100 km",137 g/km,110400.0,1.2 16V LPG
61381,ford,Ford Ranger,silver,11/2013,2013,17900,110,150,Manual,Diesel,"8,3 l/100 km",220 g/km,138000.0,Extrakabine 4x4 XLT **ATM mit nur 52 Tkm**
37663,bmw,BMW 530,grey,04/2018,2018,34750,195,265,Automatic,Diesel,5 l/100 km,132 g/km,93300.0,d xDrive Sport Line Lim. (G30)
37952,bmw,BMW M5,red,04/2018,2018,82950,441,600,Automatic,Petrol,"10,5 l/100 km",241 g/km,43000.0,Limousine First Edition 1/400 Bowers&Wilkins carbo
50225,dacia,Dacia Jogger,black,06/2022,2022,23890,81,110,Manual,Petrol,"5,6 l/100 km",138 g/km,50.0,"Extreme+ 7-Sitzer TCe 110  81 kW (110 PS), Scha..."
61584,ford,Ford Transit,white,08/2013,2013,7990,74,101,Manual,Diesel,"7,5 l/100 km",199 g/km,196000.0,Kasten FT 280 M City Light EURO5
22908,bentley,Bentley Flying Spur,blue,12/2007,2007,27000,411,559,Automatic,Petrol,,- (g/km),91000.0,6.0 W12 Allrad 412 KW
62780,ford,Ford Focus,grey,03/2015,2015,13330,110,150,Manual,Petrol,"5,6 l/100 km",128 g/km,87608.0,1.5 EcoBoost Titanium *NAVI*CAM*SHZ*ALU*
46999,citroen,Citroen C3 Aircross,grey,07/2022,2022,24780,96,131,Automatic,Petrol,"6,1 l/100 km",138 g/km,17095.0,PT 130 Shine Pack LED/Navi/180°Kamera
18279,audi,Audi A3,white,02/2019,2019,21000,85,116,Manual,Petrol,"5,1 l/100 km",117 g/km,51000.0,30 TFSI sport Lim. (8VM)
10283,audi,Audi Q5,grey,01/2015,2015,19900,165,224,Automatic,Petrol,"7,2 l/100 km",168 g/km,257580.0,2.0 TFSI quattro S Line Leer Navi Xenon Stoelverw.
40863,bmw,BMW 118,silver,04/2020,2020,24970,103,140,Automatic,Petrol,5 l/100 km,113 g/km,30200.0,i 5-Türer Aut. Advantage Lenkradhzg. Shz LED PDC K
75426,ford,Ford Focus,red,04/2023,2023,29490,92,125,Manual,Petrol,"4,8 l/100 km",109 g/km,5.0,Turnier Active 1.0 EB LED Navi SHZ ACC
18019,audi,Audi Q5,silver,03/2019,2019,40555,140,190,Automatic,Diesel,"7,5 l/100 km",196 g/km,32600.0,40 TDI quattro S tronic Design SLine 4SHZ ACC
18323,audi,Audi Q2,white,12/2019,2019,30530,140,190,Automatic,Petrol,"6,4 l/100 km",146 g/km,28300.0,40TFSI quattro S tronic S line LED Pano Stdhz
92050,kia,Kia Rio,red,06/2022,2022,20490,62,84,Manual,Petrol,"5,2 l/100 km",118 g/km,5200.0,"1.2 GT Line 17"" / NAVI / R-Kamera"
51618,dodge,Dodge RAM,white,06/2019,2019,53500,295,401,Automatic,Petrol,"14,8 l/100 km",325 g/km,69272.0,2019 RAM+NIGHT+QUAD+4X4+KAMERA+GARANTIE+OFFROAD
89424,kia,Kia Optima,grey,12/2018,2018,17990,100,136,Automatic,Diesel,"4,6 l/100 km",122 g/km,96939.0,Sportswagon Automatik Navi Kamera
27042,bmw,BMW X3,black,05/2008,2008,7000,200,272,Automatic,Petrol,"9,7 l/100 km",233 g/km,205000.0,3.0si Aut.
17387,audi,Audi A3,red,02/2019,2019,25488,110,150,Automatic,Petrol,"5,5 l/100 km",130 g/km,66775.0,"35 S tronic 3 x S line, LED, virtua"
15086,audi,Audi A7,grey,04/2018,2018,49190,210,286,Automatic,Diesel,"5,8 l/100 km",194 g/km,69442.0,50 TDI quattro Aut.*NAVI*MATRIX*ACC*PDC*
24042,bmw,BMW 330,black,05/2001,2001,9999,170,231,Manual,Petrol,9 l/100 km,218 g/km,205000.0,330i
53822,fiat,Fiat Panda,white,06/2016,2016,7490,51,69,Manual,Petrol,"5,2 l/100 km",123 g/km,63500.0,Pop
12306,audi,Audi A3,black,11/2016,2016,17288,110,150,Manual,Petrol,5 l/100 km,115 g/km,92312.0,1.4 TFSI 150 Sport S line SHZ PDC 18Z Xenon
7566,audi,Audi A5,grey,04/2013,2013,27500,150,204,Automatic,Diesel,"4,9 l/100 km",129 g/km,108000.0,3.0 TDI Sportback DPF multitronic
29227,bmw,BMW 530,grey,06/2011,2011,15990,180,245,Automatic,Diesel,"6,1 l/100 km",160 g/km,145773.0,Baureihe 5 Lim. 530d
14719,audi,Audi A6,blue,10/2018,2018,41959,210,286,Automatic,Diesel,"5,7 l/100 km",150 g/km,86410.0,Avant Sport 50 TDI quattro Tiptronic OPTIK-PAKET/
60294,ford,Ford Mustang,white,09/2011,2011,9490,227,309,Automatic,Petrol,,- (g/km),199000.0,3.7 V6 TOP Optik
58829,ford,Ford Fiesta,blue,08/2008,2008,2250,59,80,Manual,Petrol,"6,2 l/100 km",147 g/km,114200.0,1.4 Ambiente
99048,mazda,Mazda 3,grey,05/2018,2018,17000,88,120,Automatic,Petrol,"5,6 l/100 km",- (g/km),62000.0,3 SKYACTIV-G 120 Aut. Exclusive-Line
5368,audi,Audi Q7,blue,10/2011,2011,22500,180,245,Automatic,Diesel,"7,4 l/100 km",- (g/km),80000.0,3.0 TDI DPF clean diesel quattro tiptronic
75139,ford,Ford Puma,green,03/2023,2023,30890,147,200,Manual,Petrol,"6,8 l/100 km",154 g/km,5000.0,ST 1.5 EcoBoost X Navi FLA DynLi SpurH LED
88209,kia,Kia Carens,white,02/2014,2014,14500,100,136,Automatic,Diesel,"6,1 l/100 km",159 g/km,82000.0,1.7 CRDi Aut. Spirit
29425,bmw,BMW 320,black,12/2011,2011,10000,135,184,Manual,Diesel,"4,7 l/100 km",- (g/km),204000.0,320d DPF Edition Sport
30143,bmw,BMW 650,grey,09/2012,2012,23990,330,449,Automatic,Petrol,"9,4 l/100 km",223 g/km,185000.0,xDrive Deutsches Fahrzeug
68154,ford,Ford Focus,silver,01/2018,2018,16990,88,120,Manual,Diesel,"3,8 l/100 km",101 g/km,60618.0,/ EURO6/ NAVI
70021,ford,Ford Mustang,black,09/2019,2019,39450,338,460,Automatic,Petrol,,- (g/km),56353.0,5.0V8/LED/KAMERA/CORSA+EVOLUTION=LAUT!!!
11795,audi,Audi Q3,grey,05/2016,2016,21550,110,150,Manual,Diesel,"4,7 l/100 km",124 g/km,99987.0,"sport 2,0 TDI S line  NAVI+KAMERA+AHK+LEDER"
17369,audi,Audi SQ5,red,07/2019,2019,53950,255,347,Automatic,Diesel,,0 g/km,66950.0,3.0 TDI Matrix Pano Luft ACC HuD Raute
44036,citroen,Citroen Jumpy,white,02/2012,2012,6450,94,128,Manual,Diesel,"6,8 l/100 km",180 g/km,276000.0,"2.0 HDi 125 FAP L2H1 Kasten, HU 12/2024 !"
24366,bmw,BMW Z4,blue,10/2003,2003,9250,141,192,Manual,Petrol,"8,9 l/100 km",- (g/km),138600.0,roadster 2.5i
22553,audi,Audi A1,silver,05/2023,2023,28470,81,110,Manual,Petrol,"4,9 l/100 km",112 g/km,2000.0,Audi A1 Sportback advanced 30 TFSI 81(110)KW(PS)
72920,ford,Ford Puma,green,03/2021,2021,24940,147,200,Manual,Petrol,6 l/100 km,134 g/km,48242.0,"1,5 l ST Navi LED PDC Tempomat Sitzhzg."
95564,land-rover,Land Rover Range Rover Sport,black,02/2019,2019,79990,386,525,Automatic,Petrol,"12,8 l/100 km",290 g/km,76700.0,HSE Dynamic HUD Leder
13269,audi,Audi A6 allroad,grey,08/2017,2017,26990,200,272,Automatic,Diesel,"5,6 l/100 km",149 g/km,117234.0,3.0 TDi Navi Sitzhz Kamera Leder AHK
94213,land-rover,Land Rover Range Rover,black,09/2015,2015,50000,375,510,Automatic,Petrol,"12,8 l/100 km",299 g/km,184000.0,V8 Supercharged Autobiography
9275,audi,Audi Q3,black,04/2014,2014,14999,103,140,Manual,Diesel,"5,2 l/100 km",138 g/km,134520.0,2.0 TDI XENON~NAVI~TEMPOMAT~KLIMAAUT.~SHZ~AHK
9460,audi,Audi TT,white,07/2014,2014,16100,118,160,Manual,Petrol,"6,4 l/100 km",- (g/km),110000.0,TT Coupe 1.8 TFSI S line Competition - Alcantara
2462,audi,Audi A3,black,03/2004,2004,2600,75,102,Manual,Petrol,7 l/100 km,- (g/km),195000.0,1.6 Ambition
75504,ford,Ford Focus,black,03/2023,2023,33450,114,155,Automatic,Petrol,"5,2 l/100 km",118 g/km,5500.0,Turnier 1.0 EcoBoost Hybrid Aut. ST-LINE X 1
49420,dacia,Dacia Dokker,black,08/2019,2019,17990,85,116,Manual,Petrol,- (l/100 km),0 g/km,66390.0,1.2 TCe 115 Stepway Navi Kamera GRA APP
52732,fiat,Fiat Fiorino,blue,04/2009,2009,4790,55,75,Manual,Diesel,"4,5 l/100 km",119 g/km,168340.0,SX Kasten 2x Schiebetür Klima Tüv Neu
96545,land-rover,Land Rover Range Rover Velar,black,11/2022,2022,73880,184,250,Automatic,Petrol,"7,8 l/100 km",174 g/km,50.0,R-Dynamic SE Pano ACC 20-Zoll
49223,dacia,Dacia Sandero,brown,02/2019,2019,9950,54,73,Manual,Petrol,"5,2 l/100 km",117 g/km,42100.0,II Essential *Klima*Radio CD*
42222,bmw,BMW 630,grey,08/2022,2022,60640,210,286,Automatic,Diesel,"6,5 l/100 km",169 g/km,25800.0,d xDr Gran Turismo M Sportpaket LED HuD Navi
72045,ford,Ford EcoSport,silver,12/2020,2020,20790,92,125,Manual,Petrol,5 l/100 km,114 g/km,5498.0,Active*Sync3*PDC*RF-Kamera*Leder*BLIS*
61602,ford,Ford Transit,white,09/2013,2013,10800,74,101,Manual,Diesel,"7,2 l/100 km",191 g/km,71650.0,2.2 TDCI 101PS KASTENWAGEN/1-Hand/70Tkm.
98714,mazda,Mazda CX-3,grey,05/2017,2017,15990,88,120,Manual,Petrol,"5,9 l/100 km",137 g/km,64231.0,SKYACTIV-G 120 FWD 88 kW (120 PS) Mazda CX-3 L SKY
66125,ford,Ford Focus,black,10/2017,2017,12899,88,120,Automatic,Diesel,"3,8 l/100 km",- (g/km),130000.0,Turnier 1.5 TDCi DPF *AHK/Navi*
78672,hyundai,Hyundai i30,grey,07/2016,2016,14980,100,136,Manual,Other,,0 g/km,43010.0,i30CW 1.6 CRDi
8848,audi,Audi A3,grey,09/2014,2014,11999,110,150,Automatic,Petrol,"4,7 l/100 km",- (g/km),123300.0,1.4 TFSI S tronic S Line Navi Klimatr ZV EFH Leder
59993,ford,Ford Grand C-Max,grey,05/2011,2011,6999,110,150,Manual,Petrol,"6,6 l/100 km",156 g/km,144220.0,Titanium
85678,jaguar,Jaguar F-Type,grey,07/2022,2022,86440,331,450,Automatic,Petrol,"11,2 l/100 km",256 g/km,7490.0,Cabriolet R-Dynamic Black AWD P450 124.220€ UPE
39613,bmw,BMW X3,silver,08/2019,2019,36880,140,190,Automatic,Diesel,"5,3 l/100 km",139 g/km,48332.0,xDrive20d LED Navi Bus. Lordose Klimaa. Shz PDC
47111,citroen,Citroen C3,black,01/2022,2022,26600,81,110,Automatic,Petrol,"5,8 l/100 km",132 g/km,4000.0,PureTech 110 EAT6 Shine
62671,ford,Ford Kuga,grey,06/2015,2015,14550,110,150,Manual,Petrol,"6,2 l/100 km",147 g/km,74800.0,Sync Edition (CBS)
83948,hyundai,Hyundai i10,silver,06/2023,2023,24880,62,84,Manual,Petrol,"4,9 l/100 km",113 g/km,10.0,1.2 Benzin TREND KLIMA BT SHZ PDC
43618,citroen,Citroen C2,black,05/2005,2005,470,54,73,Manual,Petrol,"6,1 l/100 km",- (g/km),214520.0,C2 1.4 VTR
74960,ford,Ford Fiesta,grey,06/2023,2023,25350,92,125,Manual,Hybrid,4 l/100 km,90 g/km,10.0,ST-Line X Hybrid 1.0 NAVI*CAM*KEYLESS*ACC
5454,audi,Audi A6,grey,07/2011,2011,16000,220,299,Automatic,Petrol,"8,2 l/100 km",190 g/km,165000.0,3.0 TFSI quattro S tronic
94936,land-rover,Land Rover Range Rover Evoque,black,09/2018,2018,33390,110,150,Automatic,Diesel,"6,2 l/100 km",164 g/km,67400.0,Td4 SE Dynamic WINTERPAKET DAB
34217,bmw,BMW X4,white,05/2015,2015,34000,225,306,Automatic,Petrol,"8,3 l/100 km",193 g/km,57000.0,xDrive35i M-Paket X-Drive
72373,ford,Ford Transit,white,03/2020,2020,27999,96,131,Manual,Diesel,"6,8 l/100 km",179 g/km,74500.0,Kasten 330 L3 Trend 6 Sitzer
48617,dacia,Dacia Duster,blue,04/2018,2018,13660,84,114,Manual,Petrol,"6,5 l/100 km",175 g/km,54437.0,1.6 SCe Comfort *KLIMA*TEMPO*GARANTIE*
29432,bmw,BMW 120,black,12/2011,2011,8450,130,177,Manual,Diesel,"4,7 l/100 km",- (g/km),219000.0,120d Coupe
85824,jaguar,Jaguar F-Type,green,01/2023,2023,88950,331,450,Automatic,Petrol,"10,8 l/100 km",247 g/km,6196.0,P450 R-Dynamic LED+Kamera+SHZ+Navi
18816,audi,Audi A4,grey,12/2020,2020,46575,140,190,Automatic,Diesel,"4,2 l/100 km",110 g/km,23.0,40 TDI S-tronic 40 TDI S-tronic S line LED+NAVI+S
75886,ford,Ford Fiesta,silver,03/2023,2023,24980,92,125,Automatic,Petrol,"6,1 l/100 km",138 g/km,1500.0,1.0 EcoBoost Hybrid S&S Aut. ACTIVE X
98510,mazda,Mazda CX-5,grey,05/2016,2016,18990,129,175,Manual,Diesel,"5,2 l/100 km",138 g/km,90000.0,Sports-Line AWD ACC Leder LED Navi
86567,jeep,Jeep Compass,white,04/2019,2019,29950,125,170,Automatic,Petrol,"8,3 l/100 km",190 g/km,8500.0,"1.4 Limited 4x4 AWD /Parkpaket/19""-Alu/Navi/Xenon"
54710,fiat,Fiat 500C,grey,04/2019,2019,13980,51,69,Manual,Petrol,"5,3 l/100 km",124 g/km,20351.0,Lounge Cabrio Klima + WKR +  Knieairbag RDC Klima
1587,aston-martin,Aston Martin DB11,silver,04/2018,2018,179999,448,609,Automatic,Petrol,"11,4 l/100 km",265 g/km,18900.0,5.2 V12 Coupe
39454,bmw,BMW X3,black,07/2019,2019,47990,240,326,Automatic,Diesel,"6,4 l/100 km",169 g/km,75612.0,"M40d, Winterfreude Paket, Innovationspaket"
65006,ford,Ford Mustang,blue,05/2017,2017,38890,233,317,Manual,Petrol,8 l/100 km,179 g/km,10899.0,Coupe 2.3 EcoBoost SYNC* Kamera* 1.Hand*
